
id,name,description,desired_role,start_date,end_date,HTML,CSS,JavaScript,TypeScript,Python,Ruby,PHP,Java,C#,C++,Go,Rust,Swift,Kotlin,React,Vue,Angular,Node.js,Express,Django,Flask,Rails,Laravel,Spring,.NET,AWS,Azure,GCP,Docker,Kubernetes,MySQL,PostgreSQL,MongoDB,Git,Linux,Agile,Scrum
82,AIチャットボット設計,このプロジェクトでは要件分析、システム設計、データベース設計やインフラ構築に取り組んでいます。目的は品質改善です。,バックエンドエンジニア,2025-03-09,,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0
83,顧客管理システム実装,CI/CD構築、データベース設計、アーキテクチャ設計、デプロイ、チームマネジメントやテストなどの開発に取り組んでいる。目指しているのは運用コスト削減である。,インフラエンジニア,2025-04-07,2026-08-24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0
84,データ分析基盤設計,コーディング、インフラ構築、リファクタリング、クラウド移行、運用保守やチームマネジメントなどの開発に取り組んでいる。,QAエンジニア,2025-05-10,2025-12-04,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
85,健康管理アプリ設計,本プロジェクトではシステム設計、チームマネジメントやパフォーマンス改善に取り組んでいる。,フルスタックエンジニア,2025-05-07,,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0
86,ニュース配信アプリ構築,当プロジェクトでは実装、CI/CD構築やチームマネジメントに取り組んでいる。,エンジニアリングマネージャ,2024-01-24,2024-08-30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
87,物流管理システム構築,"当プロジェクトではパフォーマンス改善やシステム設計などに取り組んでいます。
[主な作業]
パフォーマンス改善
システム設計
技術選定
データベース設計
これらの取り組みにより、品質改善を目指しています。",QAエンジニア,2025-02-18,2026-07-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
88,金融システム導入,主な業務はコーディング、デプロイ、UI/UX設計、インフラ構築やレビューです。,インフラエンジニア,2024-03-26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0
89,音声認識システム導入,主な業務は技術選定、実装、システム設計や自動テスト導入です。目指しているのはレスポンス時間短縮です。,インフラエンジニア,2025-04-02,2026-12-31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
90,顧客管理システム改善,システム設計や実装を中心に行っています。また、データベース設計、データ分析、コーディングやパフォーマンス改善にも取り組んでいます。目指しているのは運用コスト削減です。,エンジニアリングマネージャ,2024-03-11,2025-06-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
91,旅行予約システム導入,現プロジェクトにおいてコーディング、チームマネジメント、テスト、要件定義、UI/UX設計やシステム設計に取り組んでいる。目的はレスポンス時間短縮である。,QAエンジニア,2025-08-24,2026-03-07,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
92,eラーニングシステム開発,主な業務はレビュー、自動テスト導入、アーキテクチャ設計やUI/UX設計です。目指しているのはバグ発生率低減です。,エンジニアリングマネージャ,2025-03-09,2025-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
93,データ分析基盤構築,要件定義、アーキテクチャ設計、パフォーマンス改善、タスク管理やクラウド移行などの開発に取り組んでいる。,フロントエンドエンジニア,2024-11-11,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
94,セキュリティ強化プロジェクト構築,当プロジェクトでは技術選定、要件定義、データ分析、デプロイやCI/CD構築に取り組んでいる。目的は性能向上である。,フロントエンドエンジニア,2024-01-20,,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
95,旅行予約システム構築,システム設計や実装を中心に行っています。,QAエンジニア,2025-06-30,2026-11-25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
96,ECプラットフォーム構築,現プロジェクトにおいてレビュー、UI/UX設計、データベース設計、リファクタリングやパフォーマンス改善に取り組んでいる。,インフラエンジニア,2025-03-07,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0
97,BIツール導入実装,現在進行中の案件においては実装、要件定義やコーディングに取り組んでいます。,QAエンジニア,2025-09-09,,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
98,画像認識システム実装,技術選定や設計レビューを行っている。,バックエンドエンジニア,2025-08-12,2026-11-21,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0
99,データレイク構築実装,現プロジェクトにおいてアーキテクチャ設計、自動テスト導入、コーディングやドキュメント作成に取り組んでいる。,インフラエンジニア,2025-02-24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1
100,IoTプラットフォーム導入,当プロジェクトではテスト、デプロイ、アーキテクチャ設計、チームマネジメント、運用保守や要件分析に取り組んでいる。目的は運用コスト削減である。,データサイエンティスト,2025-10-18,,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0
101,教育向けアプリ改善,技術選定や設計レビューを行っている。,SE,2024-07-24,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
102,旅行予約システム改善,技術選定や設計レビューを行っています。,SE,2024-10-16,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
103,AIチャットボット導入,クラウド移行、要件分析、パフォーマンス改善、運用保守やタスク管理などの開発に取り組んでいます。目指しているのはユーザー満足度向上です。,PM,2024-06-06,2025-06-07,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104,医療情報システム構築,運用保守、タスク管理、リファクタリング、コーディング、インフラ構築や実装などの開発に取り組んでいる。目指しているのはレスポンス時間短縮である。,UI/UXデザイナー,2025-04-15,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
105,ニュース配信アプリ導入,当プロジェクトではテスト、リファクタリング、CI/CD構築、コーディング、ドキュメント作成やパフォーマンス改善に取り組んでいる。,SE,2024-05-28,2026-02-07,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
106,物流管理システム実装,主な業務はレビュー、リファクタリング、アーキテクチャ設計や要件分析です。,インフラエンジニア,2024-10-17,2026-04-29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0
107,サブスク管理サービス導入,技術選定や設計レビューを行っている。,インフラエンジニア,2024-01-11,2025-10-16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0
108,金融システム設計,"現プロジェクトにおいてシステム設計やリファクタリングなどに取り組んでいる。
[実施内容]
システム設計
リファクタリング
クラウド移行
タスク管理
これらの取り組みにより、リリースサイクルの短縮を目指している。",エンジニアリングマネージャ,2025-07-31,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
109,顧客管理システム導入,本プロジェクトではレビュー、パフォーマンス改善、インフラ構築、運用保守、アーキテクチャ設計やセキュリティ強化に取り組んでいる。目的はリリースサイクルの短縮である。,テクニカルリード,2025-08-30,2026-12-31,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1
110,クラウド移行プロジェクト設計,このプロジェクトではチームマネジメント、リファクタリング、実装やUI/UX設計に取り組んでいます。目的は品質改善です。,データサイエンティスト,2025-09-03,,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
111,画像認識システム構築,このプロジェクトでは運用保守、パフォーマンス改善、技術選定やレビューに取り組んでいます。,フルスタックエンジニア,2025-01-10,2026-09-09,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
112,顧客管理システム構築,主な業務はクラウド移行、インフラ構築、実装やCI/CD構築です。目指しているのはユーザー満足度向上です。,QAエンジニア,2024-04-06,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
113,ECプラットフォーム改善,技術選定や設計レビューを行っている。目指しているのは品質改善である。,インフラエンジニア,2025-10-20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
114,ニュース配信アプリ開発,本プロジェクトでは運用保守、テスト、データベース設計、セキュリティ強化やデータ分析に取り組んでいる。目的はユーザビリティ向上である。,インフラエンジニア,2024-05-03,2025-04-21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0
115,チャットボット導入,"本プロジェクトではコーディングやパフォーマンス改善などに取り組んでいる。
[主な作業]
コーディング
パフォーマンス改善
リファクタリング
テスト
レビュー",テクニカルリード,2025-05-24,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
116,画像認識システム設計,当プロジェクトではコーディング、チームマネジメントやデータ分析に取り組んでいる。目的は品質改善である。,フロントエンドエンジニア,2025-04-05,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
117,在庫管理システム改善,技術選定や設計レビューを行っています。また、アーキテクチャ設計、ドキュメント作成、パフォーマンス改善、リファクタリング、UI/UX設計や要件定義にも取り組んでいます。目指しているのはリリースサイクルの短縮です。,エンジニアリングマネージャ,2025-07-08,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
118,健康管理アプリ導入,"当プロジェクトでは要件定義や要件分析などに取り組んでいます。
[主な業務]
要件定義
要件分析
レビュー
アーキテクチャ設計
これらの取り組みにより、品質改善を目指しています。",テクニカルリード,2025-01-28,2025-08-13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
119,不動産プラットフォーム設計,"本プロジェクトでは実装やタスク管理などに取り組んでいる。
[実施内容]
実装
タスク管理
チームマネジメント
運用保守
テスト
これらの取り組みにより、リリースサイクルの短縮を目指している。",UI/UXデザイナー,2025-05-18,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
120,サブスク管理サービス設計,システム設計や実装を中心に行っている。また、運用保守、システム設計、アーキテクチャ設計、ドキュメント作成、自動テスト導入やリファクタリングにも取り組んでいる。,フロントエンドエンジニア,2024-03-17,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
121,金融システム構築,現プロジェクトにおいてデータ分析、テストやドキュメント作成に取り組んでいる。,PM,2024-07-02,2025-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
122,データ分析基盤実装,主な業務は運用保守、インフラ構築、システム設計、リファクタリング、タスク管理やアーキテクチャ設計である。目指しているのはユーザビリティ向上である。,バックエンドエンジニア,2024-10-06,2025-02-20,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0
123,データレイク構築導入,技術選定や設計レビューを行っています。目指しているのは品質改善です。,フロントエンドエンジニア,2025-09-14,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
124,機械学習モデル開発構築,"現在進行中の案件においてはデータ分析やテストなどに取り組んでいます。
[主な作業]
データ分析
テスト
データベース設計
クラウド移行",フルスタックエンジニア,2024-06-04,2026-02-17,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0
125,動画配信サービス導入,"本プロジェクトではレビューやインフラ構築などに取り組んでいる。
[主な業務]
レビュー
インフラ構築
実装
テスト
チームマネジメント
クラウド移行
これらの取り組みにより、リリースサイクルの短縮を目指している。",フロントエンドエンジニア,2025-01-10,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
126,IoTプラットフォーム開発,"現プロジェクトにおいて要件定義やUI/UX設計などに取り組んでいる。
[実施内容]
要件定義
UI/UX設計
セキュリティ強化
これらの取り組みにより、レスポンス時間短縮を目指している。",フルスタックエンジニア,2025-07-03,,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0
127,物流管理システム設計,本プロジェクトではCI/CD構築、インフラ構築、自動テスト導入、技術選定やクラウド移行に取り組んでいる。目的は性能向上である。,バックエンドエンジニア,2024-05-28,,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0
128,教育向けアプリ構築,現在進行中の案件においてはデータベース設計、CI/CD構築、ドキュメント作成やデプロイに取り組んでいます。,インフラエンジニア,2025-04-19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0
129,グルメレビューアプリ設計,"現プロジェクトにおいてテストや要件定義などに取り組んでいる。
[主な業務]
テスト
要件定義
データベース設計",バックエンドエンジニア,2024-05-12,2025-10-02,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0
130,画像認識システム開発,技術選定や設計レビューを行っている。また、アーキテクチャ設計、デプロイ、データ分析、レビューやチームマネジメントにも取り組んでいる。,フロントエンドエンジニア,2024-09-11,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
131,予約管理システム導入,本プロジェクトでは運用保守、パフォーマンス改善、クラウド移行やリファクタリングに取り組んでいる。,データサイエンティスト,2024-11-30,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
132,旅行予約システム開発,システム設計や実装を中心に行っています。また、コーディング、技術選定、実装やクラウド移行にも取り組んでいます。,SE,2024-09-03,2025-03-29,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
133,ECプラットフォーム開発,このプロジェクトではタスク管理、技術選定、要件分析、要件定義、クラウド移行やリファクタリングに取り組んでいます。,SE,2025-01-25,,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
134,SNSアプリ構築,"現在進行中の案件においてはアーキテクチャ設計や実装などに取り組んでいます。
[主な作業]
アーキテクチャ設計
実装
レビュー
要件分析
ドキュメント作成
これらの取り組みにより、品質改善を目指しています。",バックエンドエンジニア,2025-04-23,2025-09-23,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0
